Release Year,IMDb Title Rating,IMDb Title Number Of Votes,Runtime (Minutes),Country Code,Season Number,Episode Number,Successful Flag
2011,6.9,7,4.0,SE,1.0,5.0,No
2011,6.9,7,4.0,SE,1.0,8.0,No
2011,6.9,8,4.0,SE,1.0,4.0,No
2011,7.1,7,4.0,SE,1.0,2.0,No
2011,7.1,7,4.0,SE,1.0,6.0,No
2011,7.3,7,4.0,SE,1.0,7.0,No
2011,7.3,7,4.0,SE,1.0,10.0,No
2011,7.4,8,3.0,SE,1.0,1.0,No
2012,,,42.0,SE,2.0,6.0,No
2012,,,42.0,SE,2.0,1.0,No
2012,,,42.0,SE,2.0,2.0,No
2012,,,42.0,SE,2.0,3.0,No
2012,,,42.0,SE,2.0,4.0,No
2012,,,42.0,SE,2.0,5.0,No
2012,,,42.0,SE,2.0,7.0,No
2012,,,42.0,SE,2.0,8.0,No
2012,,,42.0,SE,2.0,9.0,No
2012,,,42.0,SE,2.0,10.0,No
2012,,,42.0,SE,2.0,11.0,No
2012,,,42.0,SE,2.0,12.0,No
2012,,,42.0,SE,2.0,13.0,No
2012,,,42.0,SE,2.0,14.0,No
2012,,,42.0,SE,2.0,15.0,No
2012,,,42.0,SE,2.0,16.0,No
2012,,,42.0,SE,2.0,17.0,No
2012,,,42.0,SE,2.0,18.0,No
2012,,,42.0,SE,2.0,19.0,No
2012,,,42.0,SE,2.0,20.0,No
2012,,,42.0,SE,2.0,21.0,No
2012,,,42.0,SE,2.0,22.0,No
1959,5.2,37,25.0,SE,1.0,2.0,No
1959,5.9,44,23.0,SE,1.0,1.0,No
1955,,,,SE,4.0,30.0,No
1967,,,45.0,SE,1.0,1.0,No
1967,,,50.0,SE,1.0,2.0,No
1967,,,50.0,SE,1.0,3.0,No
2007,8.0,21,88.0,SE,1.0,1.0,Yes
2009,7.5,12,60.0,SE,1.0,2.0,No
1968,,,50.0,SE,2.0,2.0,No
1968,,,55.0,SE,2.0,1.0,No
1968,,,65.0,SE,2.0,4.0,No
2007,7.7,18,88.0,SE,1.0,2.0,No
2007,7.9,18,88.0,SE,1.0,3.0,No
2007,8.2,21,88.0,SE,1.0,4.0,Yes
2005,,,,SE,1.0,8.0,No
2021,7.1,97,58.0,SE,1.0,1.0,Yes
2020,7.4,39,42.0,SE,2.0,4.0,Yes
2020,7.6,44,41.0,SE,2.0,3.0,Yes
2020,,,90.0,SE,1.0,48.0,No
2021,6.9,46,45.0,SE,1.0,10.0,No
2021,7.1,36,45.0,SE,1.0,4.0,Yes
2021,7.1,31,48.0,SE,1.0,9.0,Yes
2021,7.2,37,45.0,SE,1.0,3.0,Yes
2008,,,,SE,2.0,1.0,No
2018,,,,SE,8.0,7.0,No
2020,,,,SE,10.0,1.0,No
2021,,,,SE,11.0,1.0,No
2021,,,,SE,11.0,2.0,No
1998,7.5,22,58.0,SE,2.0,3.0,Yes
2022,,,28.0,SE,1.0,4.0,No
2008,,,20.0,SE,2.0,4.0,No
2008,,,20.0,SE,2.0,5.0,No
2008,,,25.0,SE,2.0,1.0,No
2008,,,25.0,SE,2.0,2.0,No
2008,,,25.0,SE,2.0,3.0,No
2009,,,20.0,SE,2.0,6.0,No
2009,,,20.0,SE,2.0,7.0,No
2009,,,20.0,SE,2.0,8.0,No
2009,,,20.0,SE,2.0,10.0,No
2009,,,25.0,SE,2.0,9.0,No
2013,,,,SE,1.0,2.0,No
2013,,,,SE,1.0,3.0,No
2013,,,30.0,SE,2.0,2.0,No
2013,,,30.0,SE,2.0,3.0,No
2013,,,30.0,SE,2.0,5.0,No
2013,,,30.0,SE,2.0,6.0,No
2017,,,57.0,SE,1.0,1.0,No
2017,,,57.0,SE,1.0,4.0,No
2017,,,58.0,SE,1.0,2.0,No
2017,,,58.0,SE,1.0,3.0,No
2022,,,29.0,SE,1.0,2.0,No
2022,,,29.0,SE,1.0,3.0,No
2023,,,29.0,SE,2.0,1.0,No
2023,,,29.0,SE,2.0,2.0,No
1994,5.7,8,59.0,SE,1.0,1.0,No
1994,5.8,7,59.0,SE,1.0,2.0,No
1994,6.0,7,59.0,SE,1.0,3.0,No
2014,6.0,50,57.0,SE,1.0,4.0,No
2015,6.0,46,58.0,SE,1.0,7.0,No
2015,6.0,47,58.0,SE,1.0,5.0,No
2014,6.1,51,58.0,SE,1.0,3.0,No
2015,6.1,47,59.0,SE,1.0,6.0,No
2014,6.2,66,57.0,SE,1.0,1.0,No
2014,6.3,59,58.0,SE,1.0,2.0,No
2015,6.3,51,59.0,SE,1.0,10.0,No
2013,6.6,203,43.0,SE,3.0,1.0,No
2015,6.7,48,59.0,SE,1.0,9.0,No
2015,6.8,52,58.0,SE,1.0,8.0,No
2014,8.5,17,60.0,SE,2.0,1.0,No
1978,,,60.0,SE,1.0,6.0,No
1990,,,51.0,SE,1.0,1.0,No
1990,,,56.0,SE,1.0,5.0,No
1990,,,57.0,SE,1.0,3.0,No
1990,,,57.0,SE,1.0,4.0,No
1990,,,59.0,SE,1.0,2.0,No
2013,,,6.0,SE,1.0,1.0,No
2013,,,6.0,SE,1.0,2.0,No
2013,,,6.0,SE,1.0,3.0,No
2013,,,6.0,SE,1.0,4.0,No
2013,,,6.0,SE,1.0,5.0,No
2013,,,6.0,SE,1.0,6.0,No
2013,,,6.0,SE,1.0,7.0,No
2013,,,6.0,SE,1.0,8.0,No
2015,,,6.0,SE,1.0,1.0,No
2015,,,6.0,SE,1.0,2.0,No
2015,,,6.0,SE,1.0,3.0,No
2015,,,6.0,SE,1.0,4.0,No
2015,,,6.0,SE,1.0,5.0,No
2015,,,6.0,SE,1.0,6.0,No
2015,,,6.0,SE,1.0,7.0,No
2015,,,6.0,SE,1.0,8.0,No
2021,6.9,144,23.0,SE,1.0,2.0,No
2021,7.1,34,44.0,SE,1.0,6.0,Yes
2021,7.2,131,25.0,SE,1.0,5.0,Yes
2021,7.2,137,29.0,SE,1.0,3.0,Yes
2021,7.2,38,43.0,SE,1.0,2.0,Yes
2021,7.2,32,44.0,SE,1.0,4.0,Yes
2021,7.3,137,28.0,SE,1.0,4.0,Yes
2021,7.3,45,42.0,SE,1.0,1.0,Yes
2021,7.4,136,32.0,SE,1.0,6.0,Yes
2021,7.4,30,44.0,SE,1.0,5.0,Yes
2023,8.0,11,24.0,SE,1.0,7.0,No
2023,8.2,19,25.0,SE,1.0,2.0,No
2023,8.2,12,28.0,SE,1.0,3.0,No
2023,8.2,13,28.0,SE,1.0,4.0,No
2023,8.4,161,59.0,SE,1.0,6.0,Yes
2023,8.6,14,26.0,SE,1.0,5.0,No
2013,,,,SE,1.0,3.0,No
2023,,,,SE,13.0,1.0,No
1975,,,,SE,1.0,1.0,No
1975,,,,SE,1.0,2.0,No
1975,,,,SE,1.0,3.0,No
1975,,,,SE,1.0,4.0,No
1975,,,,SE,1.0,5.0,No
1975,,,,SE,1.0,6.0,No
1976,,,,SE,1.0,7.0,No
1976,,,,SE,1.0,8.0,No
1976,,,,SE,1.0,9.0,No
1976,,,,SE,1.0,11.0,No
1976,,,,SE,1.0,12.0,No
1976,,,8.0,SE,1.0,10.0,No
1995,,,56.0,SE,1.0,1.0,No
2003,,,40.0,SE,1.0,1.0,No
2003,,,44.0,SE,1.0,3.0,No
2012,,,15.0,SE,1.0,4.0,No
2012,,,15.0,SE,1.0,9.0,No
2009,4.0,5,15.0,SE,1.0,1.0,No
2012,5.2,6,15.0,SE,1.0,5.0,No
2015,6.6,30,44.0,SE,1.0,6.0,No
2015,6.7,41,44.0,SE,1.0,1.0,No
2015,6.9,31,43.0,SE,1.0,4.0,No
2015,6.9,31,44.0,SE,1.0,3.0,No
2015,6.9,33,44.0,SE,1.0,2.0,No
2015,7.0,29,44.0,SE,1.0,5.0,Yes
2015,7.1,23,43.0,SE,1.0,10.0,Yes
2015,7.2,27,44.0,SE,1.0,7.0,Yes
2015,7.4,24,44.0,SE,1.0,12.0,Yes
2015,7.5,22,44.0,SE,1.0,11.0,Yes
2015,7.6,23,43.0,SE,1.0,9.0,Yes
2015,7.8,25,44.0,SE,1.0,8.0,Yes
2010,,,42.0,SE,2.0,4.0,No
2010,,,42.0,SE,2.0,5.0,No
2010,,,42.0,SE,2.0,6.0,No
2010,,,42.0,SE,2.0,7.0,No
2010,,,42.0,SE,2.0,8.0,No
2014,8.2,12,60.0,SE,2.0,3.0,No
2014,8.2,14,60.0,SE,2.0,5.0,No
2014,8.3,13,60.0,SE,2.0,2.0,No
2014,8.5,11,60.0,SE,2.0,6.0,No
2014,8.6,16,60.0,SE,2.0,4.0,No
1997,,,29.0,SE,3.0,1.0,No
2011,,,42.0,SE,3.0,1.0,No
2011,,,42.0,SE,3.0,2.0,No
2011,,,42.0,SE,3.0,3.0,No
2011,,,42.0,SE,3.0,4.0,No
2011,,,42.0,SE,3.0,5.0,No
2011,,,42.0,SE,3.0,6.0,No
2011,,,42.0,SE,3.0,7.0,No
2014,,,30.0,SE,3.0,1.0,No
2014,,,30.0,SE,3.0,2.0,No
2014,,,30.0,SE,3.0,3.0,No
2014,,,30.0,SE,3.0,4.0,No
2013,,,42.0,SE,4.0,1.0,No
2013,,,42.0,SE,4.0,2.0,No
2013,,,42.0,SE,4.0,3.0,No
2013,,,42.0,SE,4.0,4.0,No
2013,,,42.0,SE,4.0,5.0,No
2013,,,42.0,SE,4.0,6.0,No
2013,,,42.0,SE,4.0,7.0,No
2013,,,42.0,SE,4.0,8.0,No
2013,,,42.0,SE,4.0,9.0,No
2013,,,42.0,SE,4.0,10.0,No
2014,,,42.0,SE,5.0,1.0,No
2014,,,42.0,SE,5.0,2.0,No
2014,,,42.0,SE,5.0,3.0,No
2014,,,42.0,SE,5.0,4.0,No
2014,,,42.0,SE,5.0,5.0,No
2014,,,42.0,SE,7.0,1.0,No
2014,,,61.0,SE,12.0,6.0,No
1994,5.0,7,30.0,SE,1.0,2.0,No
1994,5.2,6,30.0,SE,1.0,1.0,No
1994,5.2,6,30.0,SE,1.0,4.0,No
1994,5.3,6,28.0,SE,1.0,3.0,No
1969,6.9,77,27.0,SE,1.0,12.0,No
1969,7.0,79,28.0,SE,1.0,11.0,Yes
1969,7.1,90,27.0,SE,1.0,9.0,Yes
1969,7.1,93,27.0,SE,1.0,6.0,Yes
1969,7.3,111,27.0,SE,1.0,3.0,Yes
1974,7.6,56,23.0,SE,1.0,11.0,Yes
1974,7.7,60,23.0,SE,1.0,7.0,Yes
1974,7.7,60,24.0,SE,1.0,8.0,Yes
1974,7.7,69,24.0,SE,1.0,3.0,Yes
1974,7.8,62,23.0,SE,1.0,4.0,Yes
1974,7.8,62,23.0,SE,1.0,9.0,Yes
1974,7.8,58,24.0,SE,1.0,12.0,Yes
1974,8.0,65,24.0,SE,1.0,6.0,Yes
1974,8.0,69,24.0,SE,1.0,5.0,Yes
1974,8.0,71,24.0,SE,1.0,2.0,Yes
1974,8.3,73,25.0,SE,1.0,13.0,Yes
1996,,,,SE,1.0,1.0,No
1996,,,,SE,1.0,2.0,No
1996,,,,SE,1.0,3.0,No
1996,,,,SE,1.0,4.0,No
1996,,,,SE,1.0,6.0,No
1996,,,,SE,1.0,8.0,No
1996,,,,SE,1.0,9.0,No
1996,,,,SE,1.0,10.0,No
1997,,,43.0,SE,1.0,6.0,No
1997,,,45.0,SE,1.0,7.0,No
1997,,,48.0,SE,1.0,3.0,No
1997,,,48.0,SE,1.0,5.0,No
1997,,,48.0,SE,1.0,9.0,No
1997,,,49.0,SE,1.0,2.0,No
1997,,,49.0,SE,1.0,4.0,No
1997,,,49.0,SE,1.0,8.0,No
1997,,,84.0,SE,1.0,1.0,No
1998,7.5,17,28.0,SE,1.0,3.0,No
1998,7.5,11,29.0,SE,1.0,5.0,No
1998,7.7,13,29.0,SE,1.0,6.0,No
1998,7.7,19,29.0,SE,1.0,2.0,No
1998,8.0,21,29.0,SE,1.0,1.0,Yes
1998,8.3,15,29.0,SE,1.0,4.0,No
1999,,,53.0,SE,1.0,1.0,No
1999,,,57.0,SE,1.0,4.0,No
1999,,,58.0,SE,1.0,2.0,No
1999,,,58.0,SE,1.0,1.0,No
1999,,,59.0,SE,1.0,3.0,No
1999,,,59.0,SE,1.0,3.0,No
1999,6.8,7,59.0,SE,1.0,4.0,No
1999,7.4,8,59.0,SE,1.0,2.0,No
2006,5.9,882,87.0,SE,1.0,7.0,No
2019,5.6,28,44.0,SE,1.0,2.0,No
2019,5.8,24,44.0,SE,1.0,4.0,No
2019,5.9,27,44.0,SE,1.0,3.0,No
2019,5.9,29,44.0,SE,1.0,1.0,No
2019,7.3,558,41.0,SE,1.0,4.0,Yes
2019,7.3,696,45.0,SE,1.0,1.0,Yes
2019,7.4,591,45.0,SE,1.0,3.0,Yes
2019,7.4,614,47.0,SE,1.0,2.0,Yes
2019,7.7,585,49.0,SE,1.0,5.0,Yes
2019,8.1,647,47.0,SE,1.0,6.0,Yes
2021,7.4,16,44.0,SE,1.0,4.0,No
1976,7.5,16,30.0,SE,2.0,4.0,No
1996,,,,SE,2.0,1.0,No
1996,,,,SE,2.0,2.0,No
1996,,,,SE,2.0,3.0,No
1996,,,,SE,2.0,4.0,No
1996,,,,SE,2.0,5.0,No
1996,,,,SE,2.0,6.0,No
1996,,,,SE,2.0,7.0,No
1996,,,,SE,2.0,8.0,No
1996,,,,SE,2.0,9.0,No
1996,,,,SE,2.0,10.0,No
1996,,,,SE,2.0,11.0,No
1996,,,,SE,2.0,12.0,No
1996,,,,SE,2.0,13.0,No
1996,,,,SE,2.0,14.0,No
2000,6.8,13,29.0,SE,2.0,3.0,No
2000,7.6,13,29.0,SE,2.0,4.0,No
2000,7.6,14,29.0,SE,2.0,1.0,No
2000,7.7,12,29.0,SE,2.0,6.0,No
2000,8.7,15,29.0,SE,2.0,5.0,No
1997,,,,SE,3.0,1.0,No
1997,,,,SE,3.0,2.0,No
1997,,,,SE,3.0,3.0,No
1997,,,,SE,3.0,4.0,No
1997,,,,SE,3.0,5.0,No
1997,,,,SE,3.0,6.0,No
1997,,,,SE,3.0,7.0,No
1997,,,,SE,3.0,8.0,No
1997,,,,SE,3.0,9.0,No
1980,,,64.0,SE,,,No
1997,6.9,17,15.0,SE,1.0,20.0,No
1997,7.0,18,15.0,SE,1.0,9.0,No
1997,7.1,18,15.0,SE,1.0,13.0,No
1997,7.2,18,15.0,SE,1.0,11.0,No
1997,7.7,19,15.0,SE,1.0,14.0,No
1997,7.8,17,15.0,SE,1.0,19.0,No
1997,8.0,17,15.0,SE,1.0,12.0,No
2001,,,58.0,SE,1.0,1.0,No
2001,,,58.0,SE,1.0,3.0,No
2003,,,57.0,SE,1.0,11.0,No
2003,,,58.0,SE,1.0,5.0,No
2003,,,58.0,SE,1.0,7.0,No
2003,,,58.0,SE,1.0,9.0,No
2003,,,58.0,SE,1.0,10.0,No
2003,,,59.0,SE,1.0,8.0,No
2003,7.1,8,89.0,SE,1.0,1.0,No
2003,7.2,7,59.0,SE,1.0,3.0,No
2003,7.4,7,59.0,SE,1.0,2.0,No
2003,7.8,6,58.0,SE,1.0,4.0,No
2003,7.8,6,58.0,SE,1.0,12.0,No
2003,8.2,6,59.0,SE,1.0,6.0,No
2006,,,15.0,SE,1.0,11.0,No
2006,,,15.0,SE,1.0,20.0,No
2006,,,15.0,SE,1.0,21.0,No
2006,,,15.0,SE,1.0,25.0,No
2022,8.3,25,44.0,SE,1.0,3.0,Yes
2022,8.4,28,44.0,SE,1.0,2.0,Yes
2023,6.7,34,38.0,SE,1.0,1.0,No
2007,,,15.0,SE,2.0,5.0,No
2007,,,15.0,SE,2.0,6.0,No
2007,,,15.0,SE,2.0,7.0,No
2007,,,15.0,SE,2.0,13.0,No
2007,,,15.0,SE,2.0,14.0,No
2007,,,15.0,SE,2.0,24.0,No
2007,,,15.0,SE,2.0,25.0,No
2009,,,43.0,SE,2.0,10.0,No
2009,,,43.0,SE,2.0,11.0,No
2009,,,58.0,SE,2.0,12.0,No
2009,6.4,7,29.0,SE,2.0,7.0,No
2009,7.0,7,27.0,SE,2.0,6.0,No
2009,7.3,6,43.0,SE,2.0,7.0,No
2009,7.5,6,43.0,SE,2.0,8.0,No
2022,8.3,896,48.0,SE,2.0,1.0,Yes
2007,,,15.0,SE,1.0,2.0,No
2008,,,43.0,SE,1.0,5.0,No
2008,,,44.0,SE,1.0,3.0,No
2008,,,44.0,SE,1.0,4.0,No
2008,,,44.0,SE,1.0,6.0,No
2008,6.6,31,45.0,SE,1.0,2.0,No
2019,,,28.0,SE,1.0,1.0,No
2019,,,28.0,SE,1.0,3.0,No
2019,,,28.0,SE,1.0,4.0,No
2019,,,28.0,SE,1.0,5.0,No
2019,,,28.0,SE,1.0,6.0,No
2019,,,28.0,SE,1.0,7.0,No
2019,,,28.0,SE,1.0,8.0,No
2019,,,29.0,SE,1.0,2.0,No
2020,,,,SE,3.0,3.0,No
2020,,,15.0,SE,3.0,6.0,No
2020,6.2,142,44.0,SE,7.0,4.0,No
2020,7.2,177,61.0,SE,1.0,1.0,Yes
2020,7.3,48,49.0,SE,2.0,8.0,Yes
2020,7.4,71,45.0,SE,1.0,5.0,Yes
2020,7.5,72,45.0,SE,1.0,4.0,Yes
2020,7.5,83,45.0,SE,1.0,6.0,Yes
2020,7.5,86,45.0,SE,1.0,1.0,Yes
2020,7.5,14,,SE,4.0,5.0,No
2020,7.6,76,45.0,SE,1.0,3.0,Yes
2020,7.6,83,45.0,SE,1.0,2.0,Yes
2020,7.6,14,,SE,4.0,2.0,No
2020,7.7,22,59.0,SE,1.0,3.0,Yes
2020,7.7,16,,SE,4.0,3.0,No
2020,7.8,22,58.0,SE,1.0,2.0,Yes
2020,7.9,16,,SE,4.0,4.0,No
2020,8.4,484,54.0,SE,1.0,8.0,Yes
2021,6.5,153,89.0,SE,1.0,2.0,No
2021,6.7,172,34.0,SE,1.0,1.0,No
2021,7.0,57,44.0,SE,4.0,1.0,Yes
1979,,,9.0,SE,1.0,0.0,No
1979,,,58.0,SE,1.0,1.0,No
1979,,,59.0,SE,1.0,2.0,No
1979,,,59.0,SE,1.0,3.0,No
1979,,,59.0,SE,1.0,4.0,No
2020,,,13.0,SE,1.0,3.0,No
2020,,,13.0,SE,1.0,4.0,No
2020,,,13.0,SE,1.0,5.0,No
2020,,,16.0,SE,1.0,1.0,No
2020,7.2,214,28.0,SE,1.0,3.0,Yes
2020,7.2,287,33.0,SE,1.0,1.0,Yes
2020,7.3,227,25.0,SE,1.0,2.0,Yes
2020,7.4,204,28.0,SE,1.0,6.0,Yes
2020,7.4,210,28.0,SE,1.0,4.0,Yes
2007,,,,SE,1.0,8.0,No
2022,7.2,33,45.0,SE,1.0,3.0,Yes
2022,7.4,29,45.0,SE,1.0,4.0,Yes
2022,7.4,30,45.0,SE,1.0,6.0,Yes
2000,7.0,16,29.0,SE,2.0,4.0,No
2000,7.1,17,30.0,SE,2.0,5.0,No
2000,7.2,19,28.0,SE,2.0,1.0,No
2000,7.3,16,29.0,SE,2.0,2.0,No
2000,7.3,17,30.0,SE,2.0,3.0,No
2000,7.4,17,28.0,SE,2.0,7.0,No
2000,7.4,17,29.0,SE,2.0,8.0,No
2000,7.8,18,28.0,SE,2.0,6.0,No
2003,,,44.0,SE,2.0,2.0,No
2003,,,44.0,SE,2.0,12.0,No
1997,,,56.0,SE,3.0,1.0,No
1997,,,58.0,SE,3.0,3.0,No
1997,,,58.0,SE,3.0,4.0,No
1997,,,59.0,SE,3.0,2.0,No
1997,,,59.0,SE,3.0,5.0,No
1997,,,59.0,SE,3.0,6.0,No
2000,7.0,21,58.0,SE,3.0,4.0,Yes
2000,7.1,22,59.0,SE,3.0,5.0,Yes
2000,7.2,21,57.0,SE,3.0,3.0,Yes
2000,7.4,21,59.0,SE,3.0,1.0,Yes
2000,7.5,21,57.0,SE,3.0,6.0,Yes
2000,7.5,21,59.0,SE,3.0,2.0,Yes
2003,,,43.0,SE,3.0,5.0,No
2003,,,44.0,SE,3.0,4.0,No
2003,,,44.0,SE,3.0,6.0,No
2003,,,44.0,SE,3.0,7.0,No
2003,,,44.0,SE,3.0,8.0,No
2003,,,44.0,SE,3.0,10.0,No
2003,,,44.0,SE,3.0,11.0,No
2003,,,44.0,SE,3.0,12.0,No
2003,,,45.0,SE,3.0,2.0,No
2003,,,45.0,SE,3.0,3.0,No
2006,5.5,1283,88.0,SE,3.0,3.0,No
2006,5.8,1409,85.0,SE,3.0,2.0,No
2006,6.0,1262,90.0,SE,3.0,4.0,No
2006,6.4,1506,90.0,SE,3.0,1.0,No
1997,4.0,36,27.0,SE,1.0,3.0,No
1997,4.6,31,25.0,SE,1.0,4.0,No
2000,7.5,80,147.0,SE,1.0,1.0,Yes
1997,4.9,27,,SE,1.0,7.0,No
1997,5.5,45,28.0,SE,1.0,2.0,No
2008,,,,SE,2.0,2.0,No
2008,,,,SE,2.0,3.0,No
2008,,,,SE,2.0,4.0,No
2008,,,,SE,2.0,5.0,No
2008,,,,SE,2.0,6.0,No
2008,,,,SE,2.0,7.0,No
2008,,,,SE,2.0,8.0,No
2008,,,,SE,2.0,10.0,No
2009,,,,SE,3.0,1.0,No
2009,,,,SE,3.0,3.0,No
2009,,,,SE,3.0,4.0,No
2009,,,,SE,3.0,5.0,No
2009,,,,SE,3.0,6.0,No
2009,,,,SE,3.0,7.0,No
2009,,,,SE,3.0,8.0,No
2009,,,,SE,3.0,9.0,No
2009,,,,SE,3.0,10.0,No
2010,,,,SE,4.0,1.0,No
2010,,,,SE,4.0,2.0,No
2010,,,,SE,4.0,3.0,No
2010,,,,SE,4.0,4.0,No
2010,,,,SE,4.0,5.0,No
2010,,,,SE,4.0,6.0,No
2010,,,,SE,4.0,8.0,No
2010,,,,SE,4.0,9.0,No
2010,,,,SE,4.0,10.0,No
2010,,,,SE,4.0,11.0,No
2011,,,,SE,5.0,1.0,No
2011,,,,SE,5.0,3.0,No
2011,,,,SE,5.0,4.0,No
2011,,,,SE,5.0,5.0,No
2011,,,,SE,5.0,6.0,No
2011,,,,SE,5.0,7.0,No
2011,,,,SE,5.0,8.0,No
2011,,,,SE,5.0,9.0,No
2011,,,,SE,5.0,10.0,No
2011,,,,SE,5.0,11.0,No
2014,,,,SE,6.0,1.0,No
1985,,,45.0,SE,1.0,2.0,No
1985,,,45.0,SE,1.0,3.0,No
1985,,,45.0,SE,1.0,4.0,No
1985,,,45.0,SE,1.0,6.0,No
1985,,,50.0,SE,1.0,1.0,No
1985,,,50.0,SE,1.0,5.0,No
1985,,,50.0,SE,1.0,7.0,No
1985,,,50.0,SE,1.0,8.0,No
1986,,,57.0,SE,1.0,2.0,No
1986,,,59.0,SE,1.0,1.0,No
1986,,,69.0,SE,1.0,3.0,No
1996,,,13.0,SE,1.0,3.0,No
1996,,,14.0,SE,1.0,2.0,No
1996,,,14.0,SE,1.0,4.0,No
1996,,,14.0,SE,1.0,5.0,No
1996,,,15.0,SE,1.0,1.0,No
1996,,,16.0,SE,1.0,6.0,No
1996,,,16.0,SE,1.0,7.0,No
1996,,,16.0,SE,1.0,8.0,No
1996,,,26.0,SE,1.0,2.0,No
1996,,,29.0,SE,1.0,3.0,No
1996,,,29.0,SE,1.0,4.0,No
1997,,,14.0,SE,1.0,9.0,No
1997,,,14.0,SE,1.0,10.0,No
1997,,,14.0,SE,1.0,11.0,No
1997,,,14.0,SE,1.0,12.0,No
1997,,,14.0,SE,1.0,14.0,No
1997,,,15.0,SE,1.0,13.0,No
1997,,,28.0,SE,2.0,2.0,No
1997,,,29.0,SE,2.0,3.0,No
1997,,,29.0,SE,2.0,4.0,No
2017,7.5,28,58.0,SE,1.0,1.0,Yes
2017,7.6,20,58.0,SE,1.0,3.0,No
2017,7.9,21,58.0,SE,1.0,4.0,Yes
2018,7.0,152,42.0,SE,1.0,1.0,Yes
2018,7.1,125,44.0,SE,2.0,2.0,Yes
2018,7.1,153,44.0,SE,2.0,1.0,Yes
2018,7.2,52,44.0,SE,2.0,3.0,Yes
2018,7.2,119,44.0,SE,2.0,3.0,Yes
2018,7.2,105,44.0,SE,2.0,6.0,Yes
2018,7.2,118,44.0,SE,2.0,4.0,Yes
2018,7.3,133,42.0,SE,1.0,2.0,Yes
2018,7.3,52,43.0,SE,2.0,8.0,Yes
2018,7.4,125,43.0,SE,1.0,3.0,Yes
2018,7.4,117,43.0,SE,1.0,5.0,Yes
2018,7.4,56,43.0,SE,2.0,5.0,Yes
2018,7.4,57,44.0,SE,2.0,2.0,Yes
2018,7.4,105,44.0,SE,2.0,7.0,Yes
2018,7.4,110,44.0,SE,2.0,5.0,Yes
2018,7.5,125,42.0,SE,1.0,4.0,Yes
2018,7.5,126,43.0,SE,1.0,8.0,Yes
2018,7.5,54,43.0,SE,2.0,4.0,Yes
2018,7.5,57,43.0,SE,2.0,7.0,Yes
2018,7.5,49,44.0,SE,2.0,9.0,Yes
2018,7.5,110,44.0,SE,2.0,10.0,Yes
2018,7.6,122,44.0,SE,1.0,6.0,Yes
2018,7.6,56,43.0,SE,2.0,6.0,Yes
2018,7.6,98,44.0,SE,2.0,8.0,Yes
2018,7.7,51,43.0,SE,2.0,10.0,Yes
2018,7.7,26,59.0,SE,2.0,1.0,Yes
2018,7.8,100,44.0,SE,2.0,9.0,Yes
2018,7.9,122,42.0,SE,1.0,7.0,Yes
2018,8.0,22,56.0,SE,2.0,2.0,Yes
2019,6.6,24,44.0,SE,1.0,5.0,No
2019,6.6,37,45.0,SE,1.0,1.0,No
2019,6.8,33,43.0,SE,1.0,2.0,No
2019,7.2,27,43.0,SE,1.0,3.0,Yes
2019,6.5,53,44.0,SE,1.0,1.0,No
2012,,,2.0,SE,1.0,1.0,No
2012,,,2.0,SE,1.0,2.0,No
2019,,,,SE,1.0,4.0,No
2019,,,,SE,1.0,5.0,No
2021,6.1,10,35.0,SE,1.0,7.0,No
2021,6.4,27,34.0,SE,1.0,1.0,No
2021,6.4,11,34.0,SE,1.0,2.0,No
2021,6.8,9,34.0,SE,1.0,5.0,No
2021,7.0,9,30.0,SE,1.0,4.0,No
2021,7.2,10,33.0,SE,1.0,3.0,No
2021,7.3,10,34.0,SE,1.0,6.0,No
1979,6.3,10,15.0,SE,1.0,23.0,No
1979,6.4,10,20.0,SE,1.0,15.0,No
1979,6.5,10,15.0,SE,1.0,14.0,No
1979,6.5,10,15.0,SE,1.0,17.0,No
1979,6.5,10,15.0,SE,1.0,21.0,No
1979,6.5,11,15.0,SE,1.0,16.0,No
1979,6.5,11,25.0,SE,1.0,22.0,No
1979,6.6,14,25.0,SE,1.0,1.0,No
1979,6.7,10,15.0,SE,1.0,18.0,No
1979,6.7,10,20.0,SE,1.0,20.0,No
1979,6.7,10,20.0,SE,1.0,24.0,No
1979,6.7,11,20.0,SE,1.0,8.0,No
1979,6.7,11,20.0,SE,1.0,11.0,No
1979,6.8,10,15.0,SE,1.0,19.0,No
1979,6.8,12,20.0,SE,1.0,2.0,No
1979,6.9,12,15.0,SE,1.0,12.0,No
1979,6.9,11,20.0,SE,1.0,4.0,No
1979,6.9,11,20.0,SE,1.0,7.0,No
1979,6.9,11,20.0,SE,1.0,9.0,No
1979,6.9,12,20.0,SE,1.0,10.0,No
1979,6.9,11,25.0,SE,1.0,13.0,No
1979,7.0,12,20.0,SE,1.0,6.0,No
1979,7.1,11,20.0,SE,1.0,3.0,No
1979,7.2,11,15.0,SE,1.0,5.0,No
1984,,,20.0,SE,1.0,1.0,No
1984,,,20.0,SE,1.0,2.0,No
1984,,,20.0,SE,1.0,3.0,No
1984,,,20.0,SE,1.0,4.0,No
1984,,,20.0,SE,1.0,5.0,No
1984,,,20.0,SE,1.0,6.0,No
1984,,,20.0,SE,1.0,7.0,No
1984,,,20.0,SE,1.0,8.0,No
1984,,,20.0,SE,1.0,9.0,No
1984,,,20.0,SE,1.0,10.0,No
